apiName,associatedTraits,composition,desc,effects,name
TFT6_Augment_Legend_TomeOfTraits1,[],[],Gain @NumTomes@ Tome of Traits and @Gold@ gold.,"{'Gold': 3.0, 'NumTomes': 1.0}",Ancient Archives I
TFT6_Augment_Legend_MaxLevel10,[],[],"When you buy XP, gain an additional @XP@. Gain @InitialXP@ immediately.","{'InitialXP': 8.0, 'XP': 2.0}",Level Up!
TFT9_Augment_Legend_HedgeFund,[],[],Gain @Gold@ gold. Your max interest is increased to @InterestCap@.<br><br><rules>Interest is extra gold you gain per 10g saved.</rules>,"{'Gold': 20.0, 'InterestCap': 10.0}",Hedge Fund
TFT9_Augment_FinalGrabBag,[],[],"Gain a random component, @Gold@ gold, and a Reforger. ","{'Gold': 10.0, 'NumItems': 1.0, 'NumReforgers': 1.0, 'NumRemovers': 'null'}",Final Grab Bag
TFT9_Augment_Legend_OneTwosThree,[],[],"Gain @tier1champs@ 1-cost champion, @numchamps@ 2-cost champions, and 1 3-cost champion.","{'NumChamps': 2.0, 'tier1champs': 3.0}",Ones Twos Three
TFT7_Augment_Legend_AFK,[],[],"You cannot perform actions for the next @RoundsToSkip@ rounds. Afterwards, gain @Gold@ gold.","{'Gold': 18.0, 'RoundsToSkip': 3.0}",AFK
TFT9_Augment_Commander_RollingForDays3,[],[],Gain @Numrolls@ free Shop rerolls that never expire.,{'Numrolls': 25.0},Rolling For Days III
TFT9_Augment_Commander_RollingForDays2,[],[],Gain @Numrolls@ free Shop rerolls that never expire.,{'Numrolls': 15.0},Rolling For Days II
TFT9_Augment_Legend_Transfusion,[],[],"Your units gain @BaseHP@ Health, plus @BonusHPPerMissingHealth@ Health per missing Tactician Health.","{'BaseHP': 20.0, 'BonusHPPerMissingHealth': 2.0}",Transfusion I
TFT9_Augment_ItPaysToLearn,[],[],Gain @XP@ XP and @Gold@ gold. ,"{'Gold': 8.0, 'XP': 10.0}",It Pays To Learn
TFT9_Augment_Legend_GreaterJeweledLotus,[],[],"Your team gains @critchance@% Critical Strike chance, and their Abilities can critically strike.",{'CritChance': 40.0},Jeweled Lotus III
TFT9_Augment_Legend_DravenSpoilsOfWar,[],[],Enemies have a @LootDropChance*100@% chance to drop loot when killed.,"{'LootDropChance': 0.25, '{ac7ef35a}': 0.25}",Spoils of War I
TFT9_Augment_TinyGrabBag,[],[],"Gain a random component, @Gold@ gold, a Magnetic Remover. ","{'Gold': 2.0, 'NumFullItems': 'null', 'NumItems': 1.0, 'NumReforgers': 'null', 'NumRemovers': 1.0, '{466ef38d}': 'null', '{4a99a5b2}': 'null'}",Tiny Grab Bag
TFT9_Augment_Legend_PandorasRadiantBox,[],[],Round start: items on your bench are randomized (excluding Tactician's Crown and Spatula). <br><br>Gain 1 random Radiant item.,{},Pandora's Items III
TFT9_Augment_Legend_TransfusionPlus,[],[],"Your units gain @BaseHP@ Health, plus @BonusHPPerMissingHealth@ Health per missing Tactician Health.","{'BaseHP': 40.0, 'BonusHPPerMissingHealth': 3.0}",Transfusion II
TFT6_Augment_Legend_TinyTitans,[],[],Increase your current and maximum player health by @heal@.,{'Heal': 30.0},Tiny Titans
TFT9_Augment_Commander_SmallForge,[],[],Gain a Component Anvil and @gold@ gold.,"{'Gold': 2.0, 'anvils': 1.0}",Small Forge
TFT9_Augment_Commander_MediumForge,[],[],Gain a Completed Item Anvil and @gold@ Gold.,"{'Gold': 1.0, 'NumItems': 1.0}",Medium Forge
TFT9_Augment_Commander_LargeForge,[],[],Gain an Artifact Anvil and a Component Item Anvil.,{},Large Forge
TFT9_Augment_Commander_WellEarnedComforts,[],[],Your units gain @Health@ Health for each item equipped.,{'Health': 70.0},Well-Earned Comforts I
TFT6_Augment_Legend_PortableForge,[],[],Choose 1 of @ArmoryChoiceCount@ Artifacts.<br><br><rules>Artifacts are more powerful items with a unique effect.</rules>,{'ArmoryChoiceCount': 4.0},Portable Forge
TFT9_Augment_Legend_StarterKit,[],[],"Gain a 4-cost champion, a 2-star 1-cost champion that shares a trait with them, and @Gold@ gold.<br><br>At the start of the next @FutureChampionCount@ stages, gain that 4-cost champion again.","{'FutureChampionCount': 2.0, 'Gold': 4.0}",Starter Kit
TFT9_Augment_Legend_CuttingCorners,[],[],Leveling up costs @Experience@ XP less.,{'Experience': 3.0},Cutting Corners
TFT9_Augment_ItPaysToLearnII,[],[],Gain @XP@ XP and @Gold@ gold. ,"{'Gold': 12.0, 'XP': 16.0}",It Pays to Learn II
TFT7_Augment_Legend_LivingForge,[],[],Gain an Artifact anvil now and after every @NumberOfCombats@ player combats.<br><br><rules>Artifacts are more powerful items with a unique effect.</rules>,{'Numberofcombats': 8.0},Living Forge
TFT9_Augment_BalancedBudget,[],[],"At the start of the next @rounds@ rounds, gain @gold@ gold.","{'Gold': 4.0, 'rounds': 4.0}",Balanced Budget
TFT9_Augment_Legend_BranchingOut,[],[],Gain a random Emblem and a Reforger.<br><br><rules>Reforgers allow you to remake any item.</rules>,{'Numberofcombats': 'null'},Branching Out
TFT9_Augment_TopDeckPlusPlus,[],[],Gain @Gold@ gold and a Champion Duplicator. ,"{'Gold': 24.0, '{4a99a5b2}': 1.0}",Training Reward III
TFT9_Augment_Legend_TiniestTitan,[],[],Gain @Heal@ player health and @Gold@ gold after every player combat. Your Tactician also moves faster.,"{'Gold': 1.0, 'Heal': 2.0}",Tiniest Titan
TFT9_Augment_GottaGoFast,[],[],Your units generate @PercentMana@% more Mana and move @BonusMovementSpeed@% faster.,"{'BonusMovementSpeed': 35.0, 'PercentMana': 10.0, '{c90c2591}': 300.0}",Gotta Go Fast!
TFT9_Augment_Commander_SmallForgePlus,[],[],Gain @anvils@ Component Anvil and @RandomComponents@ random component.,"{'RandomComponents': 1.0, 'anvils': 1.0}",Job's Done
TFT9_Augment_GottaGoFastIII,[],[],Your units generate @PercentMana@% more Mana and move @BonusMovementSpeed@% faster.,"{'BonusMovementSpeed': 100.0, 'PercentMana': 30.0, '{c90c2591}': 750.0}",Gotta Go Fast!!! III
TFT6_Augment_Legend_PandorasItems,[],[],Round start: items on your bench are randomized (except Tactician's Crown and Spatula). <br><br>Gain @NumComponents@ random component.,{'NumComponents': 1.0},Pandora's Items
TFT9_Augment_Legend_PumpingUp2,[],[],"Your team gains @BaseAS@% Attack Speed now. Each round after, they gain @IncreasePerRound@% more. (current Attack Speed: @TFTUnitProperty.item:TFT9_PumpingUp2Rounds@%)","{'BaseAS': 8.0, 'IncreasePerRound': 1.0}",Pumping Up II
TFT9_Augment_Legend_PandorasItems2,[],[],Round start: items on your bench are randomized (excluding Tactician's Crown and Spatula).<br><br>Gain @NumComponents@ random components.,"{'NumCompletedItems': 'null', 'NumComponents': 2.0}",Pandora's Items II
TFT9_Augment_Legend_PumpingUp3,[],[],"Your team gains @BaseAS@% Attack Speed now. Each round after, they gain @IncreasePerRound@% more. (current Attack Speed: @TFTUnitProperty.item:TFT9_PumpingUp3Rounds@%)","{'BaseAS': 10.0, 'IncreasePerRound': 2.0}",Pumping Up III
TFT9_Augment_ItPaysToLearnIII,[],[],Gain @XP@ XP and @Gold@ gold. ,"{'Gold': 16.0, 'XP': 24.0}",It Pays to Learn III
TFT9_Augment_Legend_BardPlaybook1,[],[],Gain a random @UnitTier@-cost champion now. Gain the same one again every time you level up.,{'UnitTier': 2.0},Caretaker's Ally
TFT9_Augment_Legend_BardPlaybook3,[],[],"As you level, gain more powerful items.<br>Level @levelreqa@: component anvil<br>Level @levelreqb@: completed item anvil<br>Level @levelreqc@: choose 1 of 5 Radiant items","{'levelreqa': 4.0, 'levelreqb': 6.0, 'levelreqc': 8.0}",Caretaker's Chosen
TFT9_Augment_Legend_BardPlaybook2,[],[],"Gain a component anvil when you reach level @levelreqa@, @levelreqb@, @levelreqc@, and @levelreqd@.<br><br><rules>The anvil offers 4 choices.</rules>","{'levelreqa': 5.0, 'levelreqb': 6.0, 'levelreqc': 7.0, 'levelreqd': 8.0}",Caretaker's Favor
TFT6_Augment_Legend_RichGetRicher,[],[],Gain @Gold@ gold. Your max interest is increased to @InterestCap@.<br><br><rules>Interest is extra gold you gain per 10g saved.</rules>,"{'Gold': 12.0, 'InterestCap': 7.0}",Rich Get Richer
TFT9_Augment_Legend_BuildingACollectionPlusPlus,[],[],Gain a random item component at the start of the next @roundsofbonusitems@ rounds (including this round).,"{'Gold': 'null', 'roundsofbonusitems': 6.0}",Buried Treasures III
TFT9_Augment_Legend_BuildingACollection,[],[],Gain a random item component at the start of the next @roundsofbonusitems@ rounds (including this round).,"{'Gold': 'null', 'roundsofbonusitems': 2.0}",Buried Treasures I
TFT9_Augment_Legend_LongTimeCrafting,[],[],"After @NumberOfCombats@ player combats, gain an Artifact anvil. <br><br><rules>The anvil offers 4 choices. Artifacts are more powerful items with a unique effect.</rules>",{'Numberofcombats': 8.0},Latent Forge
TFT9_Augment_GottaGoFastII,[],[],Your units generate @PercentMana@% more Mana and move @BonusMovementSpeed@% faster.,"{'BonusMovementSpeed': 60.0, 'PercentMana': 20.0, '{c90c2591}': 450.0}",Gotta Go Fast! II
TFT9_Augment_TopDeck,[],[],Gain @Gold@ gold and a Lesser Champion Duplicator.,"{'Gold': 5.0, 'LesserDuplicatorAmount': 1.0}",Training Reward
TFT9_Augment_FinalGrabBagPlus,[],[],"Gain @NumItems@ random components, @Gold@ gold, and a Magnetic Remover. ","{'Gold': 12.0, 'NumItems': 2.0, 'NumReforgers': 'null', 'NumRemovers': 1.0}",Final Grab Bag II
TFT9_Augment_BattleReadyII,[],[],Your team deals @BonusDamage@% more damage and takes @DR@% less damage. ,"{'BonusDamage': 6.0, 'DR': 6.0}",Battle Ready II
TFT9_Augment_BalancedBudget3,[],[],"At the start of the next @rounds@ rounds, gain @gold@ gold.","{'Gold': 11.0, 'rounds': 4.0}",Balanced Budget III
TFT9_Augment_Commander_Money,[],[],"Gain @gold@ gold. In @Numberofcombats@ turns, gain @gold@ gold again.","{'Gold': 11.0, 'Numberofcombats': 4.0}",Money!
TFT9_Augment_Legend_LesserJeweledLotus,[],[],Combat start: Your strongest unit gains @CritChance@% Critical Strike Chance and their abilities can critically strike.,{'CritChance': 40.0},Jeweled Lotus I
TFT9_Augment_Commander_Experience2,[],[],Gain @Experience@ XP.,{'Experience': 22.0},Knowledge Download II
TFT9_Augment_Commander_Experience3,[],[],Gain @Experience@ XP.,{'Experience': 36.0},Knowledge Download III
TFT9_Augment_BattleReady,[],[],Your team deals @BonusDamage@% more damage and takes @DR@% less damage. ,"{'BonusDamage': 3.0, 'DR': 3.0}",Battle Ready
TFT9_Augment_Commander_Experience1,[],[],Gain @Experience@ XP.,{'Experience': 12.0},Knowledge Download I
TFT9_Augment_Legend_BronzeTicket,[],[],Gain a free Shop reroll after every @RollNumber@ rerolls. Gain @Gold@ gold.,"{'Gold': 3.0, 'RollNumber': 4.0}",Silver Ticket
TFT9_Augment_FinalGrabBagPlusPlus,[],[],"Gain @NumItems@ random components, a Champion Duplicator, and a Spatula. ","{'Gold': 'null', 'NumItems': 2.0, 'NumReforgers': 'null', 'NumRemovers': 'null', '{466ef38d}': 1.0, '{4a99a5b2}': 1.0}",Urf's Grab Bag
TFT6_Augment_Legend_MetabolicAccelerator,[],[],Gain @Heal@ player health after every player combat. Your Tactician also moves faster.,{'Heal': 2.0},Metabolic Accelerator
TFT9_Augment_Legend_LearningFromExperience2,[],[],"After player combat, gain @winxp@ XP if you won or @lossxp@ XP if you lost.","{'lossxp': 3.0, 'winxp': 2.0}",Patient Study
TFT9_Augment_Commander_MediumForgePlus,[],[],Gain a Completed Item Anvil and @RandomComponents@ random component.,"{'NumAnvils': 1.0, 'RandomComponents': 1.0}",Job Well Done
TFT6_Augment_Legend_TradeSector,[],[],Gain a free Shop reroll every round. Gain @Gold@ gold.,{'Gold': 4.0},Trade Sector
TFT9_Augment_BattleReadyIII,[],[],Your team deals @BonusDamage@% more damage and takes @DR@% less damage. ,"{'BonusDamage': 8.0, 'DR': 8.0}",Battle Ready III
TFT9_Augment_GiantGrabBag,[],[],"Gain @NumItems@ random components, @Gold@ gold, and a Lesser Champion Duplicator. ","{'Gold': 4.0, 'LesserDuplicatorAmount': 1.0, 'NumItems': 3.0}",Giant Grab Bag
TFT9_Augment_Legend_DravenSpoilsOfWar2,[],[],Enemies have a @LootDropChance*100@% chance to drop loot when killed.,"{'LootDropChance': 0.30000001192092896, '{ac7ef35a}': 0.30000001192092896}",Spoils of War II
TFT9_Augment_Legend_DravenSpoilsOfWar3,[],[],Enemies have a @LootDropChance*100@% chance to drop loot when killed.,"{'LootDropChance': 0.4000000059604645, '{ac7ef35a}': 0.4000000059604645}",Spoils of War III
TFT9_Augment_Commander_TinyPower1,[],[],"Your units gain @ap@% Attack Damage, Ability Power, and Attack Speed.","{'AD': 6.0, 'AP': 6.0, 'AS': 6.0}",Tiny Power I
TFT9_Augment_Commander_TinyPower3,[],[],"Your units gain @ap@% Attack Damage, Ability Power, and Attack Speed.","{'AD': 15.0, 'AP': 15.0, 'AS': 15.0}",Tiny Power III
TFT9_Augment_Commander_TinyPower2,[],[],"Your units gain @ap@% Attack Damage, Ability Power, and Attack Speed.","{'AD': 10.0, 'AP': 10.0, 'AS': 10.0}",Tiny Power II
TFT9_Augment_Legend_JeweledLotus,[],[],"Your team gains @critchance@% Critical Strike chance, and their Abilities can critically strike.",{'CritChance': 15.0},Jeweled Lotus II
TFT9_Augment_Commander_Money2,[],[],"Gain @gold@ gold. In @Numberofcombats@ turns, gain @gold@ gold again.","{'Gold': 16.0, 'Numberofcombats': 3.0}",Money Money!
TFT9_Augment_Commander_LargeForgePlus,[],[],Gain an Artifact Anvil and a Completed Item Anvil.,{'Gold': 5.0},Masterful Job
TFT9_Augment_Commander_Money3,[],[],"Gain @gold@ gold. In @Numberofcombats@ turns, gain @gold@ gold again.","{'Gold': 25.0, 'Numberofcombats': 3.0}",Money Money Money!
TFT9_Augment_TopDeckPlus,[],[],Gain @Gold@ gold and a Lesser Champion Duplicator.,"{'Gold': 12.0, 'LesserDuplicatorAmount': 1.0}",Training Reward II
TFT9_Augment_ItemGrabBagPlus,[],[],"Gain a random completed item, a random component, and @Gold@ gold. ","{'Gold': 1.0, 'NumFullItems': 1.0, 'NumItems': 1.0, 'NumReforgers': 'null', 'NumRemovers': 'null', '{466ef38d}': 'null', '{4a99a5b2}': 'null'}",Item Grab Bag II
TFT7_Augment_Legend_TomeOfTraits2,[],[],Gain @NumTomes@ Tome of Traits and @Gold@ gold.,"{'Gold': 5.0, 'NumTomes': 2.0}",Ancient Archives II
TFT9_Augment_Legend_PumpingUp,[],[],"Your team gains @BaseAS@% Attack Speed now. Each round after, they gain @IncreasePerRound@% more. (current Attack Speed: @TFTUnitProperty.item:TFT9_PumpingUpRounds@%)","{'BaseAS': 6.0, 'IncreasePerRound': 0.5}",Pumping Up I
TFT9_Augment_Commander_WellEarnedComforts2,[],[],Your units gain @Health@ Health for each item equipped.,{'Health': 111.0},Well-Earned Comforts II
TFT9_Augment_Commander_WellEarnedComforts3,[],[],Your units gain @Health@ Health and @AttackSpeed*100@% Attack Speed for each item equipped.,"{'AttackSpeed': 0.05999999865889549, 'Health': 120.0}",Well-Earned Comforts III
TFT9_Augment_Legend_TransfusionPlusPlus,[],[],"Your units gain @BaseHP@ Health, plus @BonusHPPerMissingHealth@ Health per missing Tactician Health.","{'BaseHP': 50.0, 'BonusHPPerMissingHealth': 5.0}",Transfusion III
TFT11_Augment_YorickCarry,"['TFT11_Behemoth', 'TFT11_Umbral']",[],Gain a Yorick. Your strongest Yorick gains @MaxHealthPct*100@% max Health and additionally deals @MaxHealthDmg*100@% of his max Health with his Ability.,"{'MaxHealthDmg': 0.20000000298023224, 'MaxHealthPct': 0.25}",Midnight Siphon
TFT11_Augment_DynamicDuo,[],[],Get a random 5-cost champion and a random champion that shares a trait with them. Get @Gold@ gold.,{'Gold': 20.0},Dynamic Duo
TFT11_Augment_Behemoth,['TFT11_Behemoth'],[],"Combat start: Your strongest Behemoth gains @Health*100@% Health. When other Behemoths die, they transfer @DefenseRatio*100@% of their Armor and Magic Resist to it. Gain a Malphite and&nbsp;a&nbsp;Yorick. ","{'DefenseRatio': 0.20000000298023224, 'Health': 0.20000000298023224, 'SizeIncrease': 0.5}",Raid Boss
TFT11_Augment_BrawlerCrown,['TFT11_Bruiser'],[],"Gain a Bruiser Emblem, a Bloodthirster, and an Aatrox.",{},Bruiser Crown
TFT11_Augment_BehemothCrest,['TFT11_Behemoth'],[],"Gain a Behemoth Emblem, a Shen, and a Thresh.",{},Behemoth Crest
TFT11_Augment_ExaltedCrest,['TFT11_Exalted'],[],Gain an Exalted Emblem.,{},Exalted Crest
TFT11_Augment_DragonlordCrown,['TFT11_Dragonlord'],[],"Gain a Dragonlord Emblem, a Guinsoo's Rageblade, a Janna, and a Diana.",{},Dragonlord Crown
TFT11_Augment_PorcelainCrest,['TFT11_Porcelain'],[],Gain a Porcelain Emblem and an Amumu.,{},Porcelain Crest
TFT11_Augment_Trickshot,['TFT11_Trickshot'],[],Trickshots bounce @ExtraBounces@ extra time for @DamageReduction*100@% of original damage. Gain a Sivir and Teemo.,"{'DamageReduction': 0.4000000059604645, 'ExtraBounces': 1.0}",Lucky Ricochet
TFT11_Augment_MythicCrest,['TFT11_Mythic'],[],Gain a Mythic Emblem and a Neeko.,{},Mythic Crest
TFT11_Augment_Calltochaos,[],[],Gain a powerful and random reward.<br><br>Reward: @TFTUnitProperty.item:TFT11_Augment_CallToChaos@,"{'Gold': 58.0, 'Rerolls': 40.0, 'XP': 64.0, 'numtg': 3.0, '{5edfa63d}': 20.0, '{5f6ff20a}': 5.0, '{8c58ac06}': 3.0, '{8f15cad2}': 3.0}",Call to Chaos
TFT11_Augment_ShenCarryPlus,"['TFT11_Behemoth', 'TFT11_Ghostly']",[],Gain a 2-star Shen. Your strongest Shen has +@IncRange@ Range and his spell does @damageamp*100@% increased damage.,"{'DamageAmp': 0.8500000238418579, 'IncRange': 3.0}",Ethereal Blades+
TFT11_Augment_StoryweaverCrest,['TFT11_Storyweaver'],[],Gain a Storyweaver Emblem and a Garen.,{},Storyweaver Crest
TFT11_Augment_GarenCarry,"['TFT11_Warden', 'TFT11_Storyweaver']",[],"Gain a 2-star Garen. Your strongest Garen's Ability now grants stacking max Health instead of Shield. If he has more max Health than his target, his Ability deals @damageamp*100@% bonus true damage.",{'DamageAmp': 0.44999998807907104},Storied Champion
TFT11_Augment_SageCrown,['TFT11_Sage'],[],"Gain a Sage Emblem, an Adaptive Helm, a Zyra, and a Diana.",{},Sage Crown
TFT11_Augment_NeekoCarry,"['TFT11_Heavenly', 'TFT11_Mythic', 'TFT11_Arcanist']",[],"Gain a Neeko. Your strongest Neeko's Ability heals @healamp*100@% more, and slams for @damageamp*100@% increased damage. Each cast increases the Ability radius by @radius@.","{'DamageAmp': 0.3499999940395355, 'healamp': 0.3499999940395355, 'radius': 1.0}",Drop Blossom!
TFT11_Augment_HeavenlyCrest,['TFT11_Heavenly'],[],Gain a Heavenly Emblem and&nbsp;a&nbsp;Neeko.,{},Heavenly Crest
TFT11_Augment_DuelistCrest,['TFT11_Duelist'],[],Gain a Duelist Emblem and a Qiyana.,{},Duelist Crest
TFT11_Augment_Duelist,['TFT11_Duelist'],[],"Your Duelists start combat with @StartingStacks@ stacks. At max stacks, they gain @Omnivamp*100@%&nbsp;Omnivamp. Gain a Darius and&nbsp;a&nbsp;Yasuo.","{'Omnivamp': 0.10000000149011612, 'StartingStacks': 2.0}",Extended Duel
TFT11_Augment_FatedCrown,['TFT11_Fated'],[],"Gain a Fated Emblem, a Sunfire Cape, and a Kindred.",{},Fated Crown
TFT11_Augment_Warden,['TFT11_Warden'],[],Wardens' start of combat damage reduction is increased by @TempDamageReduction@%. @DamageReduction*100@% of damage dealt to non-Wardens is instead distributed across your Wardens. Get a Gnar and Amumu.,"{'DamageReduction': 0.20000000298023224, 'TempDamageReduction': 12.0}",Spirit Guardians
TFT11_Augment_ShenCarry,"['TFT11_Behemoth', 'TFT11_Ghostly']",[],Gain a Shen. Your strongest Shen has +@IncRange@ Range and his Ability deals @damageamp*100@% increased damage.,"{'DamageAmp': 0.8500000238418579, 'IncRange': 3.0}",Ethereal Blades
TFT11_Augment_AtWhatCost,[],[],Immediately go to level 5 and gain 16 XP. You don't get to choose your future augments.,"{'Gold': 'null', 'Level': 5.0}",At What Cost
TFT11_Augment_ArcanistCrown,['TFT11_Arcanist'],[],"Gain an Arcanist Emblem, a Statikk Shiv, and a Zoe.",{},Arcanist Crown
TFT11_Augment_BehemothCrown,['TFT11_Behemoth'],[],"Gain a Behemoth Emblem, a Sunfire Cape, a Yorick, and a Thresh.",{},Behemoth Crown
TFT11_Augment_Heavenly,['TFT11_Heavenly'],[],"At the start of every stage, including this one, gain @BaseRerolls@ free rerolls + @BonusRerolls@ for each of your Heavenly champions. Rerolls last this turn only. Gain a Kha'Zix and a Malphite.","{'BaseRerolls': 4.0, 'BonusRerolls': 1.0}",Divine Rolls
TFT11_Augment_InkshadowCrest,['TFT11_InkShadow'],[],Gain an Inkshadow Emblem and&nbsp;a&nbsp;Senna.,{},Inkshadow Crest
TFT11_Augment_WardenCrown,['TFT11_Warden'],[],"Gain a Warden Emblem, a Redemption and an Amumu.",{},Warden Crown
TFT11_Augment_MythicCrown,['TFT11_Mythic'],[],"Gain a Mythic Emblem, a Guardbreaker, and a Neeko.",{},Mythic Crown
TFT11_Augment_KobukoCarry,"['TFT11_Fortune', 'TFT11_Bruiser']",[],"Gain a 2-star Kobuko. Your strongest Kobuko's Ability deals @damageamp*100@% damage. If Kobuko kills an enemy, they have a @goldchance@% chance to drop&nbsp;@gold@&nbsp;gold.","{'DamageAmp': 2.25, 'Gold': 1.0, 'GoldChance': 100.0}",Lucky Paws
TFT11_Augment_StoryweaverCrown,['TFT11_Storyweaver'],[],"Gain a Storyweaver Emblem, a Protector's Vow, and a Garen.",{},Storyweaver Crown
TFT11_Augment_BrawlerCrest,['TFT11_Bruiser'],[],Gain a Bruiser Emblem and&nbsp;a&nbsp;Tahm Kench.,{},Bruiser Crest
TFT11_Augment_Umbral,['TFT11_Umbral'],[],Umbral champions deal @BonusDamage*100@% more damage every second they continue attacking an enemy. Resets when they swap targets. Gain a Darius and a Yorick.,{'BonusDamage': 0.03500000014901161},Wrath of the Moon
TFT11_Augment_NeekoCarryPlus,"['TFT11_Heavenly', 'TFT11_Mythic', 'TFT11_Arcanist']",[],"Gain a 2-star Neeko. Your strongest Neeko's spell Heals @healamp*100@% more, and slams for @damageamp*100@% increased damage. Each cast increases the spell radius by @radius@.","{'DamageAmp': 0.3499999940395355, 'healamp': 0.3499999940395355, 'radius': 1.0}",Drop Blossom!+
TFT11_Augment_FortuneCrest,['TFT11_Fortune'],[],Gain a Fortune Emblem and&nbsp;a&nbsp;Tristana.,{},Fortune Crest
TFT11_Augment_UmbralCrest,['TFT11_Umbral'],[],Gain an Umbral Emblem and&nbsp;a&nbsp;Yorick.,{},Umbral Crest
TFT11_Augment_Invoker,['TFT11_Invoker'],[],"Whenever an Invoker casts, grant the lowest Health ally Shield equal to @ManaShield*100@% of Mana spent. Gain a Janna.",{'ManaShield': 2.0},Mana Shield
TFT11_Augment_YorickCarryPlus,"['TFT11_Behemoth', 'TFT11_Umbral']",[],Gain a 2-star Yorick. Your strongest Yorick gains @MaxHealthPct*100@% max Health and additionally deals @MaxHealthDmg*100@% of his max Health with his Ability.,"{'MaxHealthDmg': 0.20000000298023224, 'MaxHealthPct': 0.25}",Midnight Siphon+
TFT11_Augment_InvokerCrown,['TFT11_Invoker'],[],"Gain an Invoker Emblem, a Rabadon's Deathcap, and a Janna.",{},Invoker Crown
TFT11_Augment_Porcelain,['TFT11_Porcelain'],[],"Porcelains' attacks grant @manarestore@ bonus Mana. While boiling, their attacks also Burn and Wound. Gain&nbsp;a&nbsp;Lux and an Amumu.",{'ManaRestore': 3.0},Boiling Point
TFT11_Augment_Dragonlord,['TFT11_Dragonlord'],[],"After the dragon strikes, Dragonlords deal @BonusDamage*100@% bonus true damage. Gain a Janna and Diana.",{'BonusDamage': 0.20000000298023224},Enter the Dragon
TFT11_Augment_Inkshadow,['TFT11_InkShadow'],[],Open an armory that grants an extra Inkshadow item while the trait is active. Gain a Jax and an Aatrox.,{},Full Sleeve
TFT11_Augment_ExaltedCrown,['TFT11_Exalted'],[],Gain an Exalted Emblem and a Redemption.,{},Exalted Crown
TFT11_Augment_DryadCrest,['TFT11_Dryad'],[],Gain a Dryad Emblem and a Gnar.,{},Dryad Crest
TFT11_Augment_Bruiser,['TFT11_Bruiser'],[],Bruisers heal @HealthPercent*100@% of their max Health every @HealRate@ second. Gain a Kobuko and&nbsp;a&nbsp;Aatrox.,"{'HealRate': 1.0, 'HealthPercent': 0.019999999552965164}",Well Fed
TFT11_Augment_DragonlordCrest,['TFT11_Dragonlord'],[],"Gain a Dragonlord Emblem, a Janna, and a Diana.",{},Dragonlord Crest
TFT11_Augment_Ghostly,['TFT11_Ghostly'],[],Enemies that die while haunted by Ghostly pass @BonusHaunts@ extra spectre to a nearby enemy. Gain an Aatrox and&nbsp;a&nbsp;Shen.,{'BonusHaunts': 2.0},Haunted House
TFT11_Augment_Storyweaver,['TFT11_Storyweaver'],[],"Every @TakeDowns@ takedowns, Storyweaver Kayle permanently gains @AP@ Ability Power and @Health@ Health. Gain a Garen and Riven.","{'AP': 3.0, 'Health': 18.0, 'TakeDowns': 2.0}",Call to Adventure
TFT11_Augment_FortuneCrown,['TFT11_Fortune'],[],"Gain a Fortune Emblem, a Giant Slayer, and a Tristana.",{},Fortune Crown
TFT11_Augment_GhostlyCrest,['TFT11_Ghostly'],[],Gain a Ghostly Emblem and a Shen.,{},Ghostly Crest
TFT11_Augment_ArcanistCrest,['TFT11_Arcanist'],[],Gain an Arcanist Emblem and a Zoe.,{},Arcanist Crest
TFT11_Augment_SageCrest,['TFT11_Sage'],[],"Gain a Sage Emblem, a Zyra, and a Diana.",{},Sage Crest
TFT11_Augment_AltruistCrest,['TFT11_Altruist'],[],Gain an Altruist Emblem and a Riven.,{},Altruist Crest
TFT11_Augment_FatedCrest,['TFT11_Fated'],[],Gain a Fated Emblem and a Kindred.,{},Fated Crest
TFT11_Augment_Arcanist,['TFT11_Arcanist'],[],Arcanists grant @APtoShieldRatio*100@% of their combined Ability Power as bonus Health to your Training Dummies. Get a Zoe and a Training Dummy.,{'APtoShieldRatio': 2.5},Mind Over Matter
TFT11_Augment_PorcelainCrown,['TFT11_Porcelain'],[],"Gain a Porcelain Emblem, an Adaptive Helm, and an Amumu.",{},Porcelain Crown
TFT11_Augment_ReaperCrest,['TFT11_Reaper'],[],Gain a Reaper Emblem and&nbsp;a&nbsp;Kindred.,{},Reaper Crest
TFT11_Augment_SniperCrest,['TFT11_Sniper'],[],Gain a Sniper Emblem and an Aphelios.,{},Sniper Crest
TFT11_Augment_InkshadowCrown,['TFT11_InkShadow'],[],"Gain an Inkshadow Emblem, an Evenshroud, and a Senna.",{},Inkshadow Crown
TFT11_Augment_WardenCrest,['TFT11_Warden'],[],"Gain a Warden Emblem, a Jax, and an Amumu.",{},Warden Crest
TFT11_Augment_InvokerCrest,['TFT11_Invoker'],[],Gain an Invoker Emblem and a Janna.,{},Invoker Crest
TFT11_Augment_DryadCrown,['TFT11_Dryad'],[],"Gain a Dryad Emblem, a Titans Resolve, and a Gnar.",{},Dryad Crown
